name,causality,variability,unit,kind_hint,depth
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[4,17]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[4,18]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[4,1]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[4,2]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[4,3]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[4,4]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[4,5]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[4,6]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[4,7]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[4,8]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[4,9]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[5,10]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[5,11]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[5,12]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[5,13]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[5,14]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[5,15]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[5,16]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[5,17]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[5,18]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[5,1]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[5,2]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[5,3]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[5,4]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[5,5]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[5,6]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[5,7]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[5,8]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[5,9]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[6,10]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[6,11]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[6,12]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[6,13]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[6,14]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[6,15]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[6,16]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[6,17]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[6,18]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[6,1]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[6,2]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[6,3]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[6,4]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[6,5]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[6,6]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[6,7]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[6,8]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[6,9]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[7,10]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[7,11]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[7,12]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[7,13]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[7,14]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[7,15]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[7,16]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[7,17]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[7,18]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[7,1]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[7,2]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[7,3]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[7,4]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[7,5]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[7,6]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[7,7]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[7,8]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[7,9]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[8,10]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[8,11]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[8,12]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[8,13]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[8,14]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[8,15]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[8,16]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[8,17]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[8,18]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[8,1]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[8,2]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[8,3]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[8,4]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[8,5]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[8,6]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[8,7]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[8,8]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[8,9]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[9,10]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[9,11]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[9,12]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[9,13]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[9,14]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[9,15]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[9,16]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[9,17]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[9,18]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[9,1]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[9,2]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[9,3]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[9,4]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[9,5]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[9,6]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[9,7]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[9,8]",4,1,,,6
"simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.table[9,9]",4,1,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.u1,4,4,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.u2,4,4,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.u_max[1],4,1,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.u_max[2],4,1,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.u_min[1],4,1,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.u_min[2],4,1,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.verboseExtrapolation,4,0,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.verboseRead,0,1,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UATable.y,4,4,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.port_a1.h_outflow,4,4,J/kg,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.port_a1.m_flow,4,4,kg/s,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.port_a1.p,4,4,Pa,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.port_a1_volFlow.y,4,4,,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.port_a2.h_outflow,4,4,J/kg,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.port_a2.m_flow,4,4,kg/s,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.port_a2.p,4,4,Pa,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.port_a2_volFlow.y,4,4,,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.port_b1.h_outflow,4,4,J/kg,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.port_b1.m_flow,4,4,kg/s,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.port_b1.p,4,4,Pa,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.port_b2.h_outflow,4,4,J/kg,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.port_b2.m_flow,4,4,kg/s,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.port_b2.p,4,4,Pa,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.PID_CDUCV.Nd,0,2,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.PID_CDUCV.Ni,0,2,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.PID_CDUCV.Td,4,2,s,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.PID_CDUCV.Ti,4,2,s,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.PID_CDUCV.controllerType,4,0,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.PID_CDUCV.deadband,4,2,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.PID_CDUCV.deadbandRatio,4,2,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.PID_CDUCV.derMeas,4,0,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.PID_CDUCV.initType,4,0,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.PID_CDUCV.k,4,2,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.PID_CDUCV.k_m,0,2,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.PID_CDUCV.k_s,0,2,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.PID_CDUCV.pre_y_start,0,1,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.PID_CDUCV.strict,4,0,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.PID_CDUCV.u_m,4,4,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.PID_CDUCV.u_s,4,4,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.PID_CDUCV.wd,0,2,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.PID_CDUCV.wp,0,2,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.PID_CDUCV.xd_start,0,1,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.PID_CDUCV.xi_start,4,0,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.PID_CDUCV.y,4,4,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.PID_CDUCV.yMax,4,0,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.PID_CDUCV.yMin,4,0,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.PID_CDUCV.y_start,4,0,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.PID_CDUCV.yb,0,2,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.PID_CDUP.Nd,0,2,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.PID_CDUP.Ni,0,2,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.PID_CDUP.Td,4,2,s,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.PID_CDUP.Ti,4,2,s,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.PID_CDUP.controlError,4,4,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.PID_CDUP.controllerType,4,0,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.PID_CDUP.homotopyType,4,0,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.PID_CDUP.initType,4,0,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.PID_CDUP.k,4,2,1,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.PID_CDUP.kFF,0,2,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.PID_CDUP.strict,4,0,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.PID_CDUP.u_m,4,4,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.PID_CDUP.u_s,4,4,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.PID_CDUP.wd,0,2,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.PID_CDUP.withFeedForward,4,0,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.PID_CDUP.wp,0,2,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.PID_CDUP.xd_start,0,1,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.PID_CDUP.xi_start,0,1,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.PID_CDUP.y,4,4,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.PID_CDUP.yMax,4,0,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.PID_CDUP.yMin,4,0,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.PID_CDUP.y_start,4,0,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.Pump_start.k,4,1,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.Pump_start.y,4,1,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.add.k1,0,2,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.add.k2,0,2,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.add.u1,4,4,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.add.u2,4,2,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.add.y,4,4,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.clock.offset,0,2,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.clock.startTime,0,2,s,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.clock.y,4,4,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.controlBus.CDUP_Nrel,4,4,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.controlBus.T_CabSup,4,4,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.controlBus.Tsec_supply_nom,4,4,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.controlBus.dp_nom,4,4,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.controlBus.opening_CDUOut,4,4,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.controlBus.p_CabRet,4,4,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.controlBus.p_CabSup,4,4,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.conv_to_degC.k,0,2,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.conv_to_degC.y,4,2,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.dP.k1,0,2,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.dP.k2,0,2,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.dP.u1,4,4,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.dP.u2,4,4,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.dP.y,4,4,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.data.R_CTW,4,1,Pa/(kg/s),,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.data.R_Cab_Tot,0,1,Pa/(kg/s),,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.data.R_HTWR,0,1,Pa/(kg/s),,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.data.R_HTWS,0,1,Pa/(kg/s),,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.data.UA_corr_mod,0,1,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.data.ccVolTotal,0,1,m3,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.data.coolingChannels_T_a_start,0,1,K,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.data.coolingChannels_T_b_start,0,1,K,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.data.coolingChannels_m_start,0,1,kg/s,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.data.coolingChannels_pinit,0,1,Pa,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.data.dP_CTW,0,1,Pa,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.data.dP_valve_CDU,0,1,Pa,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.data.press_CDU_T,0,1,K,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.data.press_CDU_p,0,1,Pa,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.data.valve_m_flow_nom,0,1,kg/s,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.delay.k,0,2,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.delay.y,4,2,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.delayControl.u1,4,4,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.delayControl.u2,4,2,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.delayControl.y,4,3,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.filter.A_ripple,0,1,dB,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.filter.analogFilter,4,0,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.filter.f_cut,0,1,Hz,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.filter.f_min,0,1,Hz,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.filter.filterType,4,0,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.filter.gain,0,2,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.filter.init,4,0,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.filter.normalized,0,1,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.filter.nx,4,0,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.filter.order,4,0,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.filter.u,4,4,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.filter.u_nominal,0,2,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.filter.x[1],4,4,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.filter.x[2],4,4,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.filter.x_start[1],0,1,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.filter.x_start[2],0,1,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.filter.y,4,4,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.filter.y_start,0,1,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.filter_CDUP.A_ripple,0,1,dB,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.filter_CDUP.analogFilter,4,0,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.filter_CDUP.f_cut,0,1,Hz,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.filter_CDUP.f_min,0,1,Hz,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.filter_CDUP.filterType,4,0,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.filter_CDUP.gain,0,2,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.filter_CDUP.init,4,0,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.filter_CDUP.normalized,0,1,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.filter_CDUP.nx,4,0,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.filter_CDUP.order,4,0,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.filter_CDUP.u,4,4,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.filter_CDUP.u_nominal,0,2,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.filter_CDUP.x[1],4,4,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.filter_CDUP.x[2],4,4,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.filter_CDUP.x_start[1],0,1,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.filter_CDUP.x_start[2],0,1,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.filter_CDUP.y,4,4,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.filter_CDUP.y_start,0,1,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.gain.k,0,2,1,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.gain.u,4,4,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.gain.y,4,4,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.switch_setpoint.u1,4,4,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.switch_setpoint.u2,4,3,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.switch_setpoint.u3,4,1,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.switch_setpoint.y,4,4,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.switch_setpoint1.u1,4,4,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.switch_setpoint1.u2,4,3,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.switch_setpoint1.u3,4,2,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.switch_setpoint1.y,4,4,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.valve_start.k,0,2,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.valve_start.y,4,2,,,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].dP_CTW1.port_a.h_outflow,4,4,J/kg,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].dP_CTW1.port_a.m_flow,4,4,kg/s,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].dP_CTW1.port_a.p,4,4,Pa,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].dP_CTW1.port_b.h_outflow,4,4,J/kg,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].dP_CTW1.port_b.m_flow,4,4,kg/s,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].dP_CTW1.port_b.p,4,4,Pa,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].dP_CTW1.state.T,4,4,K,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].dP_CTW1.state.p,4,4,Pa,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].dP_HTWR.port_a.h_outflow,4,4,J/kg,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].dP_HTWR.port_a.m_flow,4,4,kg/s,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].dP_HTWR.port_a.p,4,4,Pa,signal_like,6
simulator[1].datacenter[1].computeBlock[4].cdu[1].dP_HTWR.port_b.h_outflow,4,4,J/kg,signal_like,6
