time,power[1],power[2],power[3],power[4],power[5],OA Wetbulb Temp
6165.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
6180.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
6195.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
6210.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
6225.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
6240.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
6255.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
6270.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
6285.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
6300.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
6315.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
6330.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
6345.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
6360.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
6375.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
6390.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
6405.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
6420.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
6435.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
6450.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
6465.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
6480.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
6495.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
6510.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
6525.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
6540.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
6555.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
6570.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
6585.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
6600.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
6615.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
6630.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
6645.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
6660.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
6675.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
6690.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
6705.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
6720.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
6735.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
6750.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
6765.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
6780.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
6795.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
6810.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
6825.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
6840.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
6855.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
6870.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
6885.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
6900.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
6915.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
6930.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
6945.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
6960.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
6975.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
6990.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
7005.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
7020.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
7035.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
7050.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
7065.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
7080.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
7095.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
7110.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
7125.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
7140.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
7155.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
7170.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
7185.0,400000.0,400000.0,400000.0,308750.0,400000.0,5.0
7200.0,400000.0,400000.0,400000.0,241250.0,400000.0,5.0
